"Time";"Si ube";"Si Uc";"Si Ub";"Si Temp";"Si Ic";"Si Ib";"Si Beta";"Time";"SiC ube";"SiC Uc";"SiC Ub";"SiC Temp";"SiC Ic";"SiC Ib";"SiC Beta"
"1680";"688.466796875";"809.18212890625";"1390.17333984375";"32";"2.697273763020833";"0.0295781561668883";"91.1914098973";"1690";"2753.08837890625";"341.89697265625";"579.43359375";"36";"0.6703862208946079";"0.03862890625";"17.3545224541"
"1680";"688.466796875";"809.18212890625";"1390.17333984375";"32";"2.697273763020833";"0.0295781561668883";"91.1914098973";"1685";"2685.3320312499995";"77.10205078125";"194.7021484375";"36";"0.15118049172794118";"0.012980143229166666";"11.6470588235"
"1680";"688.466796875";"809.18212890625";"1390.17333984375";"32";"2.697273763020833";"0.0295781561668883";"91.1914098973";"1685";"2685.3320312499995";"77.10205078125";"194.7021484375";"36";"0.15118049172794118";"0.012980143229166666";"11.6470588235"
"1680";"688.466796875";"809.18212890625";"1390.17333984375";"32";"2.697273763020833";"0.0295781561668883";"91.1914098973";"1684";"2659.63134765625";"31.931152343749996";"114.48486328125";"36";"0.06261010263480392";"0.00763232421875";"8.2032813125"
"1680";"688.466796875";"809.18212890625";"1390.17333984375";"32";"2.697273763020833";"0.0295781561668883";"91.1914098973";"1687";"2721.1572265625";"183.02001953125";"362.9248046875";"36";"0.35886278339460786";"0.024194986979166666";"14.8321131028"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1695";"2759.31884765625";"376.943359375";"622.26806640625";"36";"0.7391046262254902";"0.04148453776041667";"17.8163881322"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1693";"2742.18505859375";"276.47705078125";"491.42822265624994";"36";"0.5421118642769608";"0.03276188151041666";"16.5470308567"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1690";"2705.5810546875";"125.38818359375001";"277.25585937499994";"36";"0.24585918351715688";"0.01848372395833333";"13.3013879709"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1695";"2759.31884765625";"376.943359375";"622.26806640625";"36";"0.7391046262254902";"0.04148453776041667";"17.8163881322"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1689";"2697.01416015625";"99.6875";"235.2001953125";"36";"0.1954656862745098";"0.015680013020833335";"12.4659135177"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1689";"2697.01416015625";"99.6875";"235.2001953125";"36";"0.1954656862745098";"0.015680013020833335";"12.4659135177"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1689";"2697.01416015625";"99.6875";"235.2001953125";"36";"0.1954656862745098";"0.015680013020833335";"12.4659135177"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1688";"2674.4287109375";"52.958984375";"153.42529296875";"36";"0.10384114583333333";"0.010228352864583333";"10.152284264"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1692";"2735.17578125";"244.5458984375";"449.37255859374994";"36";"0.47950176164215685";"0.02995817057291666";"16.0057090427"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1695";"2748.41552734375";"309.18701171875";"534.2626953125";"36";"0.6062490425857843";"0.03561751302083333";"17.0210941519"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1695";"2748.41552734375";"309.18701171875";"534.2626953125";"36";"0.6062490425857843";"0.03561751302083333";"17.0210941519"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1690";"2697.01416015625";"99.6875";"235.2001953125";"36";"0.1954656862745098";"0.015680013020833335";"12.4659135177"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1687";"2660.4101562499995";"31.931152343749996";"114.48486328125";"36";"0.06261010263480392";"0.00763232421875";"8.2032813125"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1690";"2697.01416015625";"99.6875";"235.2001953125";"36";"0.1954656862745098";"0.015680013020833335";"12.4659135177"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1687";"2660.4101562499995";"31.931152343749996";"114.48486328125";"36";"0.06261010263480392";"0.00763232421875";"8.2032813125"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1695";"2748.41552734375";"309.18701171875";"534.2626953125";"36";"0.6062490425857843";"0.03561751302083333";"17.0210941519"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1690";"2697.01416015625";"99.6875";"235.2001953125";"36";"0.1954656862745098";"0.015680013020833335";"12.4659135177"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1691";"2728.9453125";"212.61474609375";"404.98046875";"36";"0.4168916590073529";"0.026998697916666668";"15.4411764706"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1695";"2748.41552734375";"309.18701171875";"534.2626953125";"36";"0.6062490425857843";"0.03561751302083333";"17.0210941519"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1693";"2735.17578125";"244.5458984375";"449.37255859374994";"36";"0.47950176164215685";"0.02995817057291666";"16.0057090427"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1693";"2728.9453125";"212.61474609375";"404.98046875";"36";"0.4168916590073529";"0.026998697916666668";"15.4411764706"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1689";"2674.4287109375";"52.958984375";"153.42529296875";"36";"0.10384114583333333";"0.010228352864583333";"10.152284264"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1691";"2721.93603515625";"183.02001953125";"362.9248046875";"36";"0.35886278339460786";"0.024194986979166666";"14.8321131028"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1695";"2753.8671875";"343.45458984375";"578.65478515625";"36";"0.6734403722426471";"0.038576985677083335";"17.4570501148"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1690";"2686.8896484375";"77.10205078125";"194.7021484375";"36";"0.15118049172794118";"0.012980143229166666";"11.6470588235"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1685";"2800.595703125";"702.4853515625";"1019.46044921875";"37";"1.3774222579656863";"0.06796402994791667";"20.2669303015"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1683";"2777.2314453124995";"517.12890625";"799.83642578125";"37";"1.0139782475490196";"0.05332242838541667";"19.0159802967"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1682";"2786.5771484375";"589.55810546875";"887.06298828125";"37";"1.1559962852328431";"0.05913753255208333";"19.5475907659"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1686";"2805.2685546875";"740.64697265625";"1063.8525390625";"37";"1.452248965992647";"0.07092350260416666";"20.4762725002"
"1684";"688.466796875";"791.26953125";"1360.57861328125";"32";"2.637565104166667";"0.02894848113364362";"91.112383133";"1685";"2800.595703125";"702.4853515625";"1019.46044921875";"37";"1.3774222579656863";"0.06796402994791667";"20.2669303015"
"1682";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1683";"2777.2314453124995";"517.12890625";"799.83642578125";"37";"1.0139782475490196";"0.05332242838541667";"19.0159802967"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1682";"2786.5771484375";"589.55810546875";"887.06298828125";"37";"1.1559962852328431";"0.05913753255208333";"19.5475907659"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1686";"2805.2685546875";"740.64697265625";"1063.8525390625";"37";"1.452248965992647";"0.07092350260416666";"20.4762725002"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1684";"2791.25";"627.7197265625";"932.23388671875";"37";"1.2308229932598038";"0.06214892578125";"19.8044129933"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1680";"2756.20361328125";"374.60693359374994";"623.82568359375";"37";"0.7345233992034312";"0.04158837890625";"17.6617463465"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1686";"2805.2685546875";"740.64697265625";"1063.8525390625";"37";"1.452248965992647";"0.07092350260416666";"20.4762725002"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1680";"2756.20361328125";"374.60693359374994";"623.82568359375";"37";"0.7345233992034312";"0.04158837890625";"17.6617463465"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1679";"2738.2910156249995";"274.91943359375";"492.98583984375";"37";"0.5390577129289216";"0.03286572265625";"16.4018213921"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1682";"2786.5771484375";"589.55810546875";"887.06298828125";"37";"1.1559962852328431";"0.05913753255208333";"19.5475907659"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1677";"2725.830078125";"211.8359375";"406.5380859375";"37";"0.4153645833333333";"0.0271025390625";"15.3256704981"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1680";"2760.87646484375";"408.87451171875";"666.66015625";"37";"0.8017147288602942";"0.044444010416666666";"18.0387575591"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1677";"2725.830078125";"211.8359375";"406.5380859375";"37";"0.4153645833333333";"0.0271025390625";"15.3256704981"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1677";"2693.89892578125";"100.46630859375";"236.7578125";"37";"0.1969927619485294";"0.015783854166666667";"12.4806501548"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1676";"2711.03271484375";"153.42529296875";"321.64794921875";"37";"0.30083390778186275";"0.021443196614583333";"14.0293405498"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1676";"2672.09228515625";"52.18017578125";"154.98291015625";"37";"0.10231407015931372";"0.010332194010416667";"9.9024534437"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1684";"2778.7890625";"517.90771484375";"799.0576171875";"37";"1.0155053232230393";"0.0532705078125";"19.0631808279"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1680";"2760.87646484375";"408.87451171875";"666.66015625";"37";"0.8017147288602942";"0.044444010416666666";"18.0387575591"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1679";"2749.97314453125";"341.1181640625";"580.21240234375";"37";"0.6688591452205882";"0.03868082682291667";"17.2917489143"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1676";"2711.03271484375";"153.42529296875";"321.64794921875";"37";"0.30083390778186275";"0.021443196614583333";"14.0293405498"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1679";"2738.2910156249995";"274.91943359375";"492.98583984375";"37";"0.5390577129289216";"0.03286572265625";"16.4018213921"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1676";"2672.09228515625";"52.18017578125";"154.98291015625";"37";"0.10231407015931372";"0.010332194010416667";"9.9024534437"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1682";"2786.5771484375";"589.55810546875";"887.06298828125";"37";"1.1559962852328431";"0.05913753255208333";"19.5475907659"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1685";"2800.595703125";"702.4853515625";"1019.46044921875";"37";"1.3774222579656863";"0.06796402994791667";"20.2669303015"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1679";"2738.2910156249995";"274.91943359375";"492.98583984375";"37";"0.5390577129289216";"0.03286572265625";"16.4018213921"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1682";"2786.5771484375";"589.55810546875";"887.06298828125";"37";"1.1559962852328431";"0.05913753255208333";"19.5475907659"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1679";"2738.2910156249995";"274.91943359375";"492.98583984375";"37";"0.5390577129289216";"0.03286572265625";"16.4018213921"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1679";"2749.97314453125";"341.1181640625";"580.21240234375";"37";"0.6688591452205882";"0.03868082682291667";"17.2917489143"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1678";"2732.83935546875";"242.98828125";"450.1513671875";"37";"0.47644761029411764";"0.030010091145833334";"15.8762466924"
"1683";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1686";"2805.2685546875";"740.64697265625";"1063.8525390625";"37";"1.452248965992647";"0.07092350260416666";"20.4762725002"
"1684";"688.466796875";"790.49072265625";"1360.57861328125";"32";"2.6349690755208335";"0.02894848113364362";"91.0227055905";"1685";"2800.595703125";"702.4853515625";"1019.46044921875";"37";"1.3774222579656863";"0.06796402994791667";"20.2669303015"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1682";"2786.5771484375";"589.55810546875";"887.06298828125";"37";"1.1559962852328431";"0.05913753255208333";"19.5475907659"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1680";"2760.87646484375";"408.87451171875";"666.66015625";"37";"0.8017147288602942";"0.044444010416666666";"18.0387575591"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1685";"2800.595703125";"702.4853515625";"1019.46044921875";"37";"1.3774222579656863";"0.06796402994791667";"20.2669303015"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1678";"2732.83935546875";"242.98828125";"450.1513671875";"37";"0.47644761029411764";"0.030010091145833334";"15.8762466924"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1679";"2749.97314453125";"341.1181640625";"580.21240234375";"37";"0.6688591452205882";"0.03868082682291667";"17.2917489143"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1678";"2732.83935546875";"242.98828125";"450.1513671875";"37";"0.47644761029411764";"0.030010091145833334";"15.8762466924"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1686";"2809.94140625";"778.80859375";"1108.24462890625";"37";"1.5270756740196079";"0.07388297526041666";"20.6688437849"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1682";"2781.904296875";"553.73291015625";"843.44970703125";"37";"1.0857508042279411";"0.05622998046875";"19.309108685"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1685";"2796.7016601562495";"664.32373046875";"975.8471679687499";"37";"1.3025955499387254";"0.06505647786458332";"20.0225341533"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1683";"2772.55859375";"480.52490234375";"754.66552734375";"37";"0.9422056908700981";"0.05031103515625";"18.727614885"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1677";"2719.599609375";"182.2412109375";"364.482421875";"37";"0.35733570772058826";"0.024298828125";"14.7058823529"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1676";"2657.294921875";"31.931152343749996";"115.263671875";"37";"0.06261010263480392";"0.007684244791666667";"8.1478537361"
"1684";"688.466796875";"808.4033203125";"1390.17333984375";"32";"2.694677734375";"0.0295781561668883";"91.1036414566";"1676";"2657.294921875";"31.931152343749996";"115.263671875";"37";"0.06261010263480392";"0.007684244791666667";"8.1478537361"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1717";"2753.8671875";"312.30224609375";"531.92626953125";"33";"0.6123573452818627";"0.03546175130208333";"17.2681078288"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1715";"2719.599609375";"155.76171875";"317.75390625";"33";"0.3054151348039216";"0.02118359375";"14.4175317186"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1711";"2664.30419921875";"31.931152343749996";"112.1484375";"33";"0.06261010263480392";"0.0074765625";"8.3741830065"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1721";"2786.5771484375";"526.474609375";"794.3847656249999";"33";"1.0323031556372548";"0.05295898437499999";"19.4925028835"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1719";"2759.31884765625";"346.56982421875";"575.53955078125";"33";"0.6795486749387255";"0.038369303385416664";"17.7107378811"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1717";"2747.63671875";"279.59228515625";"489.091796875";"33";"0.5482201669730392";"0.032606119791666666";"16.8134132634"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1715";"2733.6181640625";"214.17236328125";"402.64404296875";"33";"0.41994581035539214";"0.026842936197916667";"15.6445556946"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1723";"2806.826171875";"677.5634765624999";"970.3955078125";"33";"1.3285558363970587";"0.06469303385416666";"20.5363044094"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1717";"2741.40625";"246.88232421875";"445.478515625";"33";"0.4840829886642157";"0.029698567708333335";"16.299876594"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1713";"2679.1015625";"52.18017578125";"151.0888671875";"33";"0.10231407015931372";"0.010072591145833334";"10.1576713159"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1724";"2801.37451171875";"639.40185546875";"926.7822265625";"33";"1.253729128370098";"0.06178548177083333";"20.2916460702"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1719";"2765.54931640625";"381.6162109375";"618.3740234375";"33";"0.7482670802696079";"0.041224934895833336";"18.1508371611"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1715";"2692.34130859375";"77.10205078125";"191.5869140625";"33";"0.15118049172794118";"0.0127724609375";"11.8364418938"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1713";"2665.0830078125";"31.15234375";"111.36962890625";"33";"0.06108302696078431";"0.007424641927083334";"8.2270670506"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1708";"2751.53076171875";"310.74462890625";"532.705078125";"34";"0.6093031939338235";"0.035513671875";"17.1568627451"
"1675";"687.68798828125";"812.29736328125";"1390.17333984375";"32";"2.707657877604167";"0.0295781561668883";"91.5424836601";"1708";"2745.30029296875";"278.03466796875";"489.87060546875";"34";"0.545166015625";"0.032658040364583335";"16.693163752"
